M100-C030-R_CRA_A P Value,0.5058591780795983,1.0241093895135833E-7,0.08909163442771983,0.6843225867624496,0.5058591780795983,1.0,2.8719471245608474E-11,2.8719471245608474E-11,0.5297824906260175,0.9410723491398268,0.13928936568684847,0.3750436235586131,0.18332122622250846,2.8719471245608474E-11,2.8719471245608474E-11
M100-C030-R_CRA_A Cohen D,Medium,Large,Medium,Small,0.10214567908701452,0.0,Large,Large,Medium,Small,Medium,Small,Small,Large,Medium
M100-C030-R_CRA_A Cliff's delta,0.1,0.8,0.25555555555555554,-0.06111111111111111,-0.1,0.0,1.0,1.0,0.09444444444444444,0.011111111111111112,0.2222222222222222,0.13333333333333333,0.2,1.0,1.0
M090-C010-R_CRA_A P Value,2.2846227620831883E-7,0.06459465037331802,4.788501677455148E-5,3.3436436952527515E-9,2.8719471245608474E-11,2.8719471245608474E-11,1.0,0.13928936568684847,1.5479926480654882E-6,2.953694488994074E-8,2.953694488994074E-8,3.31288219079795E-10,2.8719471245608474E-11,0.3328546915727283,0.8708108045360416
M090-C010-R_CRA_A Cohen D,Large,Medium,Medium,Large,Large,Large,0.0,Medium,Medium,Large,Large,Large,Large,0.15517201638059291,Small
M090-C010-R_CRA_A Cliff's delta,-0.7777777777777778,0.2777777777777778,-0.6111111111111112,-0.8888888888888888,-1.0,-1.0,0.0,0.2222222222222222,-0.7222222222222222,-0.8333333333333334,-0.8333333333333334,-0.9444444444444444,-1.0,-0.14555555555555555,0.024444444444444446
M080-C010-R_CRA_A P Value,3.2137350447492E-8,0.9646228051136888,2.7769585786430184E-6,1.1207914596411683E-9,2.8719471245608474E-11,2.8719471245608474E-11,0.13928936568684847,1.0,1.533667571829156E-7,6.236874461329478E-9,6.236874461329478E-9,1.8647261512683144E-10,2.8719471245608474E-11,0.02558535265900963,0.22823006680742342
M080-C010-R_CRA_A Cohen D,Large,Small,Medium,Large,Large,Large,Medium,0.0,Large,Large,Large,Large,Large,Medium,Small
M080-C010-R_CRA_A Cliff's delta,-0.8311111111111111,-0.006666666666666667,-0.7044444444444444,-0.9155555555555556,-1.0,-1.0,-0.2222222222222222,0.0,-0.7888888888888889,-0.8733333333333333,-0.8733333333333333,-0.9577777777777777,-1.0,-0.33555555555555555,-0.1811111111111111
M100-C020_CRA_A P Value,0.9175733096128048,3.4453611315043986E-6,0.3147327134935657,0.3671365812484356,0.23984999119107975,0.5297824906260175,1.5479926480654882E-6,1.533667571829156E-7,1.0,0.6308762921617198,0.5105979366056448,0.882465683286275,0.6308762921617198,3.2070402775641327E-6,1.067005555688283E-6
M100-C020_CRA_A Cohen D,0.09224270065715957,Large,0.1879464704988099,Small,Medium,Medium,Medium,Large,0.0,0.19441107528417903,0.09968828589674238,Small,Medium,Medium,Medium
M100-C020_CRA_A Cliff's delta,0.015555555555555555,0.6977777777777778,0.1511111111111111,-0.13555555555555557,-0.17666666666666667,-0.09444444444444444,0.7222222222222222,0.7888888888888889,0.0,-0.07222222222222222,0.09888888888888889,0.022222222222222223,0.07222222222222222,0.7,0.7333333333333333
M100-C040_CRA_A P Value,0.5444075540129325,4.989799650134685E-7,0.1278097965393732,0.6573804271100814,0.4825169043645009,0.9410723491398268,2.953694488994074E-8,6.236874461329478E-9,0.6308762921617198,1.0,0.21427650986147695,0.44641943595997247,0.24281902425621116,4.8848156963821054E-8,2.2902248764111732E-8
M100-C040_CRA_A Cohen D,0.10259171489740623,Large,Small,0.12953699311891562,Small,Small,Large,Large,0.19441107528417903,0.0,0.1070067750791975,0.19670338781308674,Small,Large,Medium
M100-C040_CRA_A Cliff's delta,0.09111111111111111,0.7555555555555555,0.2288888888888889,-0.06666666666666667,-0.10555555555555556,-0.011111111111111112,0.8333333333333334,0.8733333333333333,0.07222222222222222,0.0,0.18666666666666668,0.11444444444444445,0.17555555555555555,0.82,0.84
M100-C060_CRA_A P Value,0.5058591780795983,5.657027307703899E-6,0.6843225867624496,0.08634644641194689,0.04206682132383566,0.13928936568684847,2.953694488994074E-8,6.236874461329478E-9,0.5105979366056448,0.21427650986147695,1.0,0.5058591780795983,0.7449863001756435,4.8848156963821054E-8,2.2902248764111732E-8
M100-C060_CRA_A Cohen D,0.0025173230699851285,Large,Small,Small,Medium,Medium,Large,Large,0.09968828589674238,0.1070067750791975,0.0,Small,Small,Large,Medium
M100-C060_CRA_A Cliff's delta,-0.1,0.6822222222222222,0.06111111111111111,-0.2577777777777778,-0.3055555555555556,-0.2222222222222222,0.8333333333333334,0.8733333333333333,-0.09888888888888889,-0.18666666666666668,0.0,-0.1,-0.04888888888888889,0.82,0.84
M100-C040-R_CRA_A P Value,0.847587480259332,9.180874243064352E-7,0.35933426453934403,0.20620548705301311,0.12057499226022927,0.3750436235586131,3.31288219079795E-10,1.8647261512683144E-10,0.882465683286275,0.44641943595997247,0.5058591780795983,1.0,0.6573804271100814,4.005532572293191E-10,3.0118940674839223E-10
M100-C040-R_CRA_A Cohen D,Small,Large,Medium,0.05918717325174747,Small,Small,Large,Large,Small,0.19670338781308674,Small,0.0,0.16759103575404669,Large,Medium
M100-C040-R_CRA_A Cliff's delta,-0.028888888888888888,0.7377777777777778,0.13777777777777778,-0.19,-0.23333333333333334,-0.13333333333333333,0.9444444444444444,0.9577777777777777,-0.022222222222222223,-0.11444444444444445,0.1,0.0,0.06666666666666667,0.94,0.9466666666666667
M100-C060-R_CRA_A P Value,0.5058591780795983,1.6665349594768841E-6,0.5843624220907104,0.09049036090614437,0.04594508834688338,0.18332122622250846,2.8719471245608474E-11,2.8719471245608474E-11,0.6308762921617198,0.24281902425621116,0.7449863001756435,0.6573804271100814,1.0,2.8719471245608474E-11,2.8719471245608474E-11
M100-C060-R_CRA_A Cohen D,Small,Large,Medium,0.1940941278002767,Small,Small,Large,Large,Medium,Small,Small,0.16759103575404669,0.0,Large,Medium
M100-C060-R_CRA_A Cliff's delta,-0.1,0.72,0.08222222222222222,-0.2544444444444444,-0.3,-0.2,1.0,1.0,-0.07222222222222222,-0.17555555555555555,0.04888888888888889,-0.06666666666666667,0.0,1.0,1.0
M090-C020-R_CRA_A P Value,4.2752810314183876E-7,0.02192954756883536,1.1397542463797983E-4,4.780660423087113E-9,2.8719471245608474E-11,2.8719471245608474E-11,0.3328546915727283,0.02558535265900963,3.2070402775641327E-6,4.8848156963821054E-8,4.8848156963821054E-8,4.005532572293191E-10,2.8719471245608474E-11,1.0,0.2904721494938347
M090-C020-R_CRA_A Cohen D,Medium,Large,Small,Large,Large,Large,0.15517201638059291,Medium,Medium,Large,Large,Large,Large,0.0,Small
M090-C020-R_CRA_A Cliff's delta,-0.76,0.34444444444444444,-0.58,-0.88,-1.0,-1.0,0.14555555555555555,0.33555555555555555,-0.7,-0.82,-0.82,-0.94,-1.0,0.0,0.15888888888888889
M080-C020-R_CRA_A P Value,1.6616209663755654E-7,0.1646090619494488,3.056599868356269E-5,2.792740039225805E-9,2.8719471245608474E-11,2.8719471245608474E-11,0.8708108045360416,0.22823006680742342,1.067005555688283E-6,2.2902248764111732E-8,2.2902248764111732E-8,3.0118940674839223E-10,2.8719471245608474E-11,0.2904721494938347,1.0
M080-C020-R_CRA_A Cohen D,Medium,0.014138261468072512,Medium,Medium,Medium,Medium,Small,Small,Medium,Medium,Medium,Medium,Medium,Small,0.0
M080-C020-R_CRA_A Cliff's delta,-0.7866666666666666,0.2088888888888889,-0.6266666666666667,-0.8933333333333333,-1.0,-1.0,-0.024444444444444446,0.1811111111111111,-0.7333333333333333,-0.84,-0.84,-0.9466666666666667,-1.0,-0.15888888888888889,0.0
